行政區,機構名稱,地址,電話,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
中正區,立法院中興大樓（研究會館）,臺北市中正區濟南路1段3之1號,02-23585732,週一至週五08:30~18:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國家表演藝術中心國家兩院廳（國家音樂廳）,臺北市中正區中山南路21之1號,02-33939842,週一至週日12:00~20:00,地面層,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國家表演藝術中心國家兩院廳（國家戲劇院）,臺北市中正區中山南路21之1號,02-33939842,週一至週日12:00~20:00,地面層,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,台北國際藝術村,臺北市中正區北平東路7號2樓,02-33937377轉108,週二至週日11:00~21:00,2樓廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;母乳哺育宣導資訊,無,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,水源劇場,臺北市中正區羅斯福路4段92號10樓,02-23625221轉112,演出時才開放觀眾使用,B區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市福安兒童服務中心（委託靖娟兒童安全文教基金會）,臺北市中正區汀州路1段123號,02-23391305轉316,週三、週五、週六09:30~12:00；14:00~16:30,3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,光華商場發展協會,臺北市中正區市民大道3段8號1樓,02-23917105,週一至週日10:30~21:00,電子展示區旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,經濟部礦務局,臺北市中正區中華路1段53號,02-23113001轉481,週一至週五08:30~17:00,1樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國立台灣博物館南門園區,臺北市中正區南昌路1段1號,02-23822699轉5350,週二至週日09:30~17:00,行政大樓1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,台北花園大酒店,臺北市中正區中華路2段1號,02-23143300轉3212,週一至週六11:00~21:30；週日及例假日10:30~21:30,1樓女廁旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市政府警察局交通警察大隊,臺北市中正區愛國西路26號1樓,02-23752100轉1707,每日24小時開放,1樓聯合服務中心內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北青年職涯發展中心,臺北市中正區仁愛路1段17號2樓,02-23958567,週二至週日10:00~18:00,多功能活動區旁邊,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,財團法人張榮發基金會,臺北市中正區中山南路11號,02-23516699轉6024,週一至週日09:00~21:30,地下1樓女廁旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,財團法人新匯流文化基金會委託經營辦理臺北市中正親子館,臺北市中正區仁愛路1段17號3樓,02-23516730轉9,週二至週日09:30~17:00,3樓親子館0~2歲秘密基地內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,如在館內民眾可自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,三創數位生活園區,臺北市中正區市民大道3段2號7樓,0809-093300轉9,週日至週四11:00~21:30；週五、週六11:00~22:00,廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,行政院農業委員會林務局農林航空測量所,臺北市中正區和平西路2段100號,02-23332601,週一至週五06:30~18:30,大樓1樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,信誼小太陽親子館,臺北市中正區重慶南路2段51號1樓,02-23951345轉1582,週二至週日10:00~17:00,1樓親子館內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;置物空間;母乳哺育宣導資訊;進行滿意度調查,無,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,勞動部,臺北市中正區館前路77號9樓,02-85902962,週一至週五08:30~17:30,4樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺灣銀行仁愛分行,臺北市中正區仁愛路2段99號,02-23795936轉603,週一至週五09:00~15:30,福記大樓2樓授信部後面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,衛生福利部中央健康保險署臺北業務組,臺北市中正區公園路15之1號1樓,02-21912006,依門診時間開放；週一至週五08:30~17:00,健保大樓1樓聯合服務中心,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,無,自備證件，洽服務台登記領取鑰匙後自行開門；哺集乳室資訊依各場所實際公告內容為主
中正區,台北凱撒大飯店,臺北市中正區忠孝西路1段38號3樓,02-23115151轉2331,週一至週日10:00~21:30,餐廳旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,桃園大眾捷運股份有限公司臺北車站,臺北市中正區鄭州路8號,03-2838888轉80140,週一至週日05:50~24:20,桃園捷運A1台北車站地下1樓郵局旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;母乳哺育宣導資訊,112年8月,無,至詢問處登記，由專人協助開門；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北大眾捷運股份有限公司公館站,臺北市中正區羅斯福路4段64之1號,02-21812345,週一至週日06:00~24:00,地下1樓大廳層往出口4旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,至詢問處，或按壓哺集乳室門口服務鈴由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市家庭暴力暨性侵害防治中心委託財團法人現代婦女基金會經營管理同心園台北親子會面中心,臺北市中正區新生南路1段54巷5弄2號,02-23615295轉3006,週一、週三至週日09:00~18:00,4樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國立台灣博物館本館,臺北市中正區襄陽路2號,02-23822699轉5419,週二至週日09:30~17:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國立台灣博物館古生物館,臺北市中正區襄陽路25號,02-23822699轉5419,週二至週日09:30~17:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國家攝影文化中心（大阪商船株式會社台北支店舊址）,臺北市中正區忠孝西路1段70號,02-89787040轉307,週二至週日10:00~18:00,依中心實際公告內容為主,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,二二八國家紀念館,臺北市中正區南海路54號,02-23326228轉129,週一至週日09:00~17:00,依紀念館實際公告內容為主,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市青少年發展暨家庭教育中心,臺北市中正區仁愛路1段17號,02-23514078轉1709,週一至週日09:00~21:00,3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,中央健康保險署臺北業務組,臺北市中正區公園路15之1號,02-21912006,週一至週五08:30~17:00,5樓第一辦公室,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,中央健康保險署臺北業務組,臺北市中正區公園路15之1號,02-21912006,週一至週五08:30~17:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市大同區健康服務中心,臺北市大同區昌吉街52號,02-25853227轉6639,週一至週五08:30~17:30,2樓廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市立聯合醫院中興院區/門診,臺北市大同區鄭州路145號,02-25523234轉6238、6228,週一至週五08:00~17:00；週六08:00~12:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市政府警察局大同分局,臺北市大同區錦西街200號,02-25538943,週一至週五00:00~24:00 ,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市政府工務局衛生下水道工程處,臺北市大同區酒泉街235號,02-25973183轉228,週一至週五08:30~17:30,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,無,至警衛室換證登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市大同區公所,臺北市大同區昌吉街57號4樓,02-25975323轉106,週一至週五08:30~17:30,4樓藝文走廊旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,財政部關務署,臺北市大同區塔城街13號,02-25505500轉1130,週一至週五08:00~17:00,主樓1樓服務台後方,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋;箱進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台撥打承辦人分機，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市孔廟管理委員會,臺北市大同區大龍街275號,02-25923934轉18,週二至週日08:30~21:00,明倫堂1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
大同區,家福股份有限公司重慶分公司,臺北市大同區重慶北路2段171號,0920-817881,週一至週日09:00~24:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
大同區,萬達通實業股份有限公司臺北轉運站,臺北市大同區市民大道1段209號,02-77335888轉3234,每日24小時開放,1樓售票大廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,至服務台提出需求，遠端監控開門；哺集乳室資訊依各場所實際公告內容為主
大同區,京站實業股份有限公司,臺北市大同區承德路1段1號,02-21828888轉9213,週日至週四及例假日11:00~21:20；週五、週六11:00~21:50,地下3樓好丘貝果專櫃旁走道,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;嬰兒車停放空間,112年8月,可提供輪椅媽媽使用,可自行前往及使用哺集乳室；哺集乳室資訊依各場所實際公告內容為主
大同區,京站實業股份有限公司,臺北市大同區承德路1段1號,02-21828888轉9213,週日至週四及例假日11:00~21:20；週五、週六 11:00~21:50,2樓5、6號電梯旁走道,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;嬰兒車停放空間,112年8月,可提供輪椅媽媽使用,可自行前往及使用哺集乳室；哺集乳室資訊依各場所實際公告內容為主
大同區,京站實業股份有限公司,臺北市大同區承德路1段1號,02-21828888轉9213,週日至週四及例假日11:00~21:20；週五、週六 11:00~21:50,3樓5、6號電梯旁走道,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;嬰兒車停放空間;進行滿意度調查,112年8月,可提供輪椅媽媽使用,可自行前往及使用哺集乳室；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市藝文推廣處（大稻埕戲苑）,臺北市大同區迪化街1段21號8樓,02-25569101轉281,週二至週日08:30~18:30,永樂市場8樓茶水間內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;嬰兒車停放空間;母乳哺育宣導資訊;捲筒式衛生紙,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市西區單親家庭服務中心,臺北市大同區迪化街1段21號7樓,02-25580170轉124,週二、週三、週五、週六09:00~18:00；週四13:00~21:00,永樂市場7樓中心內部,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺灣銀行延平分行,臺北市大同區南京西路406號,02-25522859轉313,週一至週五08:00~17:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
大同區,臺灣銀行民權分行,臺北市大同區承德路2段239號,02-25530121轉213,週一至週五09:00~15:30,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
大同區,臺北當代藝術館,臺北市大同區長安西路39號,02-25523721轉233,週二至週日10:00~18:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;消毒器具;置物空間;嬰兒車停放空間;進行滿意度調查,112年8月,無,哺集乳室資訊依各場所實際公告內容為主
大同區,臺北大眾捷運股份有限公司民權西路站,臺北市大同區民權西路72號,02-21812345,週一至週日06:00~24:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市立圖書館蘭州民眾閱覽室,臺北市大同區昌吉街57號4樓之6,02-25981387,週日、週一09:00~17:00；週二至週六08:30~21:00,大同區行政中心4樓蘭州民眾閱覽室書庫旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱,112年8月,可提供輪椅媽媽使用,上鎖管理需至服務台登記領取鑰匙，自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市立圖書館延平分館,臺北市大同區保安街47號5樓,02-25528534,週日、週一09:00~17:00；週二至週六08:30~21:00（除國定假日及每個月第一個禮拜四休館日）,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市立圖書館大同分館,臺北市大同區重慶北路3段318號1樓,02-25943236,週日、週一09:00~17:00；週二至週六08:30~21:00；每月第一個週四及國定假日不開放（除國定假日及每個月第一個禮拜四休館日）,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,至服務台登記後，自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市立圖書館建成分館,臺北市大同區民生西路198之20號4樓,02-25582320,週日、週一09:00~17:00；週二至週六08:30~21:00（除國定假日及每個月第一個禮拜四休館日）,雙連市場4樓建成分館服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北大眾捷運股份有限公司大橋頭站,臺北市大同區民權西路223號,02-21812345,週一至週日06:30~24:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,無,哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市政府消防局第四大隊大同中隊大同分隊,臺北市大同區重慶北路2段223號,02-25577233,每日24小時開放,大樓1樓值班室後側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
